ratio,an,bn,ns_call
1.0000,3280,3280,36403.1
1.0000,3284,3284,36408.0
1.0000,3288,3288,36376.5
1.0000,3292,3292,36436.2
1.0000,3296,3296,36317.7
1.0000,3300,3300,36355.9
1.0000,3304,3304,36337.5
1.0000,3308,3308,36362.3
1.0000,3312,3312,36363.1
1.0000,3316,3316,36384.1
1.0000,3320,3320,36344.4
1.0000,3324,3324,36381.3
1.0000,3328,3328,36373.0
1.0000,3332,3332,36348.9
1.0000,3336,3336,36351.4
1.0000,3340,3340,36397.3
1.0000,3344,3344,36356.3
1.0000,3348,3348,36355.5
1.0000,3352,3352,36372.7
1.0000,3356,3356,36420.7
1.0000,3360,3360,36376.5
1.0000,3364,3364,36308.7
1.0000,3368,3368,36301.0
1.0000,3372,3372,36374.5
1.0000,3376,3376,36390.5
1.0000,3380,3380,36314.7
1.0000,3384,3384,36307.5
1.0000,3388,3388,36312.2
1.0000,3392,3392,36311.2
1.0000,3396,3396,36337.5
1.0000,3400,3400,36331.6
1.0000,3404,3404,36498.7
1.0000,3408,3408,36348.2
1.0000,3412,3412,36373.4
1.0000,3416,3416,36381.5
1.0000,3420,3420,36426.3
1.0000,3424,3424,36410.0
1.0000,3428,3428,36371.6
1.0000,3432,3432,36417.6
1.0000,3436,3436,36364.6
1.0000,3440,3440,36391.1
1.0000,3444,3444,36389.4
1.0000,3448,3448,36383.9
1.0000,3452,3452,36413.0
1.0000,3456,3456,36445.9
1.0000,3460,3460,36346.4
1.0000,3464,3464,36418.8
1.0000,3468,3468,36395.7
1.0000,3472,3472,36361.4
1.0000,3476,3476,36355.9
1.0000,3480,3480,36429.0
1.0000,3484,3484,36361.3
1.0000,3488,3488,36430.7
1.0000,3492,3492,36409.9
1.0000,3496,3496,36376.9
1.0000,3500,3500,36374.7
1.0000,3504,3504,36350.1
1.0000,3508,3508,36388.2
1.0000,3512,3512,36359.2
1.0000,3516,3516,36379.9
1.0000,3520,3520,36433.4
1.0000,3524,3524,36454.6
1.0000,3528,3528,36470.4
1.0000,3532,3532,36467.1
1.0000,3536,3536,36494.8
1.0000,3540,3540,36434.5
1.0000,3544,3544,36376.4
1.0000,3548,3548,36376.0
1.0000,3552,3552,36360.1
1.0000,3556,3556,36452.5
1.0000,3560,3560,36419.4
1.0000,3564,3564,36427.8
1.0000,3568,3568,36349.5
1.0000,3572,3572,36408.7
1.0000,3576,3576,36394.0
1.0000,3580,3580,36415.3
1.0000,3584,3584,36419.4
1.0000,3588,3588,40992.8
1.0000,3592,3592,41896.5
1.0000,3596,3596,42055.6
1.0000,3600,3600,42209.9
1.0000,3604,3604,42177.4
1.0000,3608,3608,41037.3
1.0000,3612,3612,41144.8
1.0000,3616,3616,41012.8
1.0000,3620,3620,41063.3
1.0000,3624,3624,41015.8
1.0000,3628,3628,41061.0
