n,current_add_ns,stream_add_ns,current_sub_ns,stream_sub_ns,current_add_ns_per_limb,stream_add_ns_per_limb,current_sub_ns_per_limb,stream_sub_ns_per_limb,reps
482,63.464321357,68.831542114,59.919640629,66.156632526,0.131668716509,0.142804029283,0.124314607114,0.137254424327,4000
483,63.937000000,69.084707646,60.089637953,66.111111111,0.132374741201,0.143032521007,0.124409188308,0.136876006441,4000
484,64.703019715,68.746313422,60.942350886,66.118910817,0.133683925032,0.142037837648,0.125913948111,0.136609319870,4000
485,64.467931121,68.843750000,60.934630739,66.109722569,0.132923569321,0.141945876289,0.125638413894,0.136308706329,4000
486,64.713786214,68.895104895,60.855181024,66.109722569,0.133155938711,0.141759475093,0.125216421860,0.136028235739,4000
487,64.691712431,68.814046488,60.888083937,66.075368106,0.132837191851,0.141301943508,0.125026866401,0.135678373934,4000
488,64.278471528,66.691635456,60.589570858,66.160089910,0.131718179362,0.136663187409,0.124158956677,0.135573954734,4000
489,64.506490265,69.898601399,60.847652348,67.192855358,0.131915113016,0.142941925151,0.124432826887,0.137408702165,4000
490,64.501497753,69.828756865,61.093726568,67.182158921,0.131635709701,0.142507667071,0.124681074629,0.137106446777,4000
491,65.116750000,70.211130522,61.241689578,67.267799151,0.132620672098,0.142996192508,0.124728492011,0.137001627598,4000
492,65.751497006,69.826010984,62.088389513,67.219225968,0.133641254077,0.141922786552,0.126195913645,0.136624443023,4000
493,66.003997002,69.936111804,62.070911361,67.169288390,0.133882346861,0.141858238954,0.125904485519,0.136246021074,4000
494,66.048689139,70.161378966,61.987256372,67.500624532,0.133701799876,0.142027082927,0.125480276056,0.136640940347,4000
495,66.006495129,70.133799301,62.254491018,67.506873282,0.133346454805,0.141684443032,0.125766648521,0.136377521781,4000
496,65.463152636,68.056387226,62.055930087,67.547066167,0.131982162572,0.137210458116,0.125112762273,0.136183601144,4000
497,65.623844039,77.826293427,61.973000000,72.508868349,0.132039927644,0.156592139691,0.124694164990,0.145893095269,4000
498,65.805340654,77.632393312,62.089432925,72.533466533,0.132139238261,0.155888339983,0.124677576155,0.145649531192,4000
499,66.288888889,77.562328254,62.260119940,72.273226773,0.132843464707,0.155435527563,0.124769779439,0.144836125798,4000
500,72.033983008,77.640500000,68.095476131,72.413086913,0.144067966017,0.155281000000,0.136190952262,0.144826173826,4000
501,72.083437422,77.592555583,68.058882236,71.994508238,0.143879116611,0.154875360446,0.135846072326,0.143701613249,4000
502,72.140250000,77.572320759,67.989260739,72.645588603,0.143705677291,0.154526535377,0.135436774381,0.144712327894,4000
503,71.908682635,77.510479042,68.106287425,72.282429393,0.142959607624,0.154096379805,0.135400173807,0.143702642928,4000
504,71.816545864,73.000000000,67.377683475,71.297452547,0.142493146555,0.144841269841,0.133685879910,0.141463199499,4000
505,71.713572854,85.988505747,67.256487026,78.308691309,0.142007074959,0.170274268806,0.133181162428,0.155066715463,4000
506,71.747752248,85.615384615,67.411088911,75.755561110,0.141793976774,0.169200364853,0.133223495872,0.149714547648,4000
507,71.954750000,85.664920160,67.654000000,78.367158210,0.141922583826,0.168964339565,0.133439842209,0.154570331776,4000
508,80.155228350,85.605750000,74.318022966,77.688888889,0.157785882580,0.168515255906,0.146295320798,0.152930883640,4000
509,79.236250000,85.587912088,72.908272932,77.591704148,0.155670432220,0.168149139662,0.143238257233,0.152439497344,4000
510,79.945082376,85.610389610,73.444222610,76.943113772,0.156755063483,0.167863509040,0.144008279628,0.150868850534,4000
511,78.770152234,85.708041958,74.621094726,77.385364635,0.154149025897,0.167726109507,0.146029539582,0.151439069737,4000
512,66.828292927,80.773090364,63.506000000,75.961538462,0.130524009623,0.157759942118,0.124035156250,0.148362379808,4000
