n,basecase_ns,toom22_ns,toom33_ns
80,177.79,173.98,246.63
81,181.46,184.19,268.20
82,186.47,192.17,274.31
83,189.63,197.94,260.45
84,195.77,197.62,262.40
85,198.96,200.69,273.14
86,205.45,204.54,274.99
87,208.92,205.95,277.23
88,213.99,205.42,280.70
89,218.53,221.91,283.89
90,224.69,218.98,299.57
91,227.31,223.89,307.86
92,234.13,229.10,291.94
93,237.41,234.88,313.35
94,244.80,234.88,309.66
95,248.72,238.87,310.77
96,254.12,238.16,327.71
97,258.72,234.31,377.87
98,265.06,254.28,347.16
99,268.16,261.49,380.88
100,275.65,265.79,353.96
101,279.37,275.85,383.09
102,286.97,278.61,363.38
103,291.56,284.29,366.21
104,297.49,285.40,389.31
105,302.18,281.82,390.81
106,310.08,284.96,390.14
107,312.90,289.21,414.90
108,320.71,290.53,418.01
109,325.27,295.57,418.38
110,333.54,297.03,397.51
111,338.17,302.56,425.03
112,344.30,306.84,428.53
113,350.28,312.35,398.65
114,358.98,319.99,405.22
115,361.76,327.09,391.50
116,369.69,328.52,414.12
117,373.83,332.85,417.39
118,383.61,339.26,415.18
119,387.97,347.28,416.97
120,395.41,346.56,441.50
121,403.38,355.94,460.20
122,411.18,354.66,430.78
123,414.80,364.00,435.87
124,424.24,369.67,460.73
125,428.18,374.77,462.40
126,437.35,377.85,466.88
127,441.42,388.08,483.56
128,449.71,385.81,481.58
129,456.19,390.97,483.08
130,464.51,406.42,503.54
131,468.35,412.75,505.18
132,478.74,416.88,508.72
133,483.16,421.80,484.92
134,493.25,423.14,486.95
135,497.76,433.39,517.80
136,507.53,440.78,521.53
137,513.22,442.23,522.01
138,522.62,444.83,506.27
139,527.07,454.12,533.14
140,537.60,455.91,535.85
141,542.84,460.23,509.89
142,553.45,467.56,566.87
143,558.99,475.57,568.96
144,568.37,477.38,568.49
145,574.93,481.51,582.15
146,584.69,492.12,583.88
147,589.47,504.73,587.63
148,600.40,509.00,589.45
149,605.45,510.73,593.91
150,617.31,512.14,597.88
151,623.84,526.71,575.74
152,633.27,534.28,575.81
153,639.63,538.84,609.24
154,650.56,541.75,628.36
155,655.03,552.20,592.60
156,665.74,552.70,633.80
157,671.97,557.51,608.42
158,684.42,563.46,646.57
159,691.06,579.28,651.13
160,701.74,579.60,651.03
161,708.46,583.46,630.24
162,719.64,597.86,634.33
163,723.69,609.74,634.03
164,738.17,612.91,637.83
165,742.03,617.51,676.77
166,754.80,618.00,665.76
167,763.49,633.17,668.59
168,775.63,640.85,708.34
169,780.90,647.32,685.70
170,790.93,650.94,719.99
171,796.92,661.78,727.09
172,809.38,666.37,727.14
173,816.06,671.41,704.93
174,829.56,676.90,737.66
175,837.11,680.78,715.74
176,848.56,693.54,746.26
177,854.35,710.52,723.35
178,870.95,721.27,737.68
179,874.23,738.48,739.58
180,889.66,723.92,786.19
181,893.06,738.78,794.81
182,909.02,745.08,760.91
183,916.89,753.86,806.24
184,928.81,759.79,779.05
185,936.49,758.27,785.45
186,949.08,756.05,786.36
187,953.89,763.45,833.01
188,966.06,764.54,833.14
189,971.94,763.22,837.17
190,988.42,764.23,820.68
191,996.58,750.04,822.03
192,1009.18,760.87,823.56
193,1015.67,772.15,874.93
194,1030.14,790.10,875.54
195,1035.52,824.09,895.95
196,1050.40,825.82,875.85
197,1057.85,837.26,874.15
198,1073.53,842.28,902.67
199,1082.01,852.48,916.93
200,1094.25,862.13,924.27
201,1100.57,860.16,926.13
202,1115.13,862.28,923.65
203,1121.48,873.62,926.16
204,1136.40,876.30,954.07
205,1144.89,884.20,960.61
206,1160.33,888.20,970.73
207,1170.42,894.18,941.98
208,1184.15,908.98,981.27
209,1191.40,914.09,968.67
210,1209.66,918.18,994.05
211,1213.42,934.75,959.39
212,1228.56,945.31,963.87
213,1237.73,955.34,1013.00
214,1253.75,942.24,999.98
215,1263.01,950.62,1047.48
216,1275.71,951.40,1053.33
217,1284.44,975.13,1076.39
218,1299.86,980.06,1072.86
219,1306.84,987.48,1081.14
220,1324.02,988.95,1075.28
221,1330.23,993.96,1078.42
222,1348.29,981.22,1090.16
223,1358.24,966.39,1103.33
224,1374.02,981.13,1102.63
225,1380.78,995.11,1115.70
226,1400.67,1008.04,1130.51
227,1404.58,1039.51,1144.91
228,1420.72,1058.19,1145.27
229,1429.56,1062.79,1161.65
230,1446.23,1052.24,1165.63
231,1458.01,1063.97,1170.87
232,1473.72,1086.38,1179.03
233,1483.21,1084.83,1180.88
234,1499.31,1092.11,1190.89
235,1504.50,1103.32,1156.68
236,1521.26,1095.46,1161.99
237,1528.36,1108.36,1212.63
238,1550.87,1097.89,1197.98
239,1561.47,1112.98,1201.34
240,1579.29,1137.64,1248.21
241,1586.86,1136.05,1261.40
242,1603.09,1142.46,1276.23
243,1609.88,1151.54,1273.78
244,1625.41,1149.75,1275.35
245,1639.87,1175.53,1279.20
246,1660.55,1175.02,1288.33
247,1667.19,1192.46,1295.81
248,1685.56,1184.70,1306.88
249,1689.58,1196.38,1315.50
250,1708.66,1203.30,1340.58
251,1717.04,1203.20,1345.30
252,1736.31,1204.82,1349.83
253,1744.31,1223.45,1359.14
254,1763.81,1229.77,1365.57
255,1777.98,1220.42,1378.27
256,1794.21,1214.88,1380.69
257,1803.31,1236.54,1372.80
258,1824.28,1254.56,1379.86
259,1830.87,1285.27,1384.19
260,1850.13,1299.94,1396.10
261,1861.32,1315.76,1390.87
262,1876.41,1328.06,1442.37
263,1890.53,1344.68,1438.01
264,1906.28,1344.51,1501.08
265,1914.82,1347.42,1412.17
266,1938.85,1346.72,1422.95
267,1945.12,1362.58,1426.89
268,1964.44,1348.96,1490.74
269,1973.98,1361.93,1487.62
270,1994.09,1373.24,1472.65
271,2006.21,1379.06,1449.73
272,2024.51,1400.54,1451.22
273,2039.29,1404.79,1507.51
274,2056.69,1405.78,1509.52
275,2061.85,1426.98,1533.28
276,2084.55,1417.87,1538.55
277,2095.09,1438.89,1543.90
278,2114.70,1444.61,1544.83
279,2125.30,1461.31,1499.76
280,2149.97,1457.24,1527.96
281,2153.63,1465.09,1523.97
282,2178.24,1473.29,1564.06
283,2183.51,1487.61,1484.97
284,2199.16,1483.62,1480.68
285,2216.80,1496.42,1480.18
286,2236.53,1508.22,1596.82
287,2250.05,1505.48,1539.79
288,2274.51,1509.25,1590.82
289,2280.30,1530.74,1617.18
290,2299.17,1547.24,1607.83
291,2314.42,1588.96,1666.44
292,2327.13,1585.37,1674.84
293,2343.84,1600.16,1684.93
294,2365.53,1616.87,1694.34
295,2377.55,1627.10,1712.99
296,2402.53,1635.77,1708.05
297,2407.38,1648.89,1726.74
298,2432.07,1660.70,1744.94
299,2435.59,1667.87,1736.17
300,2458.54,1663.88,1756.22
301,2469.85,1678.86,1689.11
302,2495.51,1688.99,1752.81
303,2503.43,1692.36,1762.56
304,2535.42,1720.63,1762.28
305,2539.97,1713.79,1775.89
306,2561.62,1721.60,1799.87
307,2568.63,1739.08,1792.35
308,2588.50,1733.10,1735.23
309,2608.01,1745.09,1799.70
310,2629.37,1751.09,1850.61
311,2644.24,1768.81,1853.91
312,2671.42,1765.31,1893.41
313,2681.39,1775.48,1868.00
314,2697.19,1786.80,1869.30
315,2707.64,1819.60,1882.09
316,2729.39,1808.23,1854.37
317,2744.69,1818.84,1871.44
318,2766.83,1832.92,1900.14
319,2785.11,1824.87,1908.68
320,2799.22,1827.21,1854.94
321,2816.41,1832.21,1915.65
322,2838.70,1842.83,1906.95
323,2845.90,1879.57,1946.94
324,2873.76,1893.35,1956.40
325,2880.78,1909.12,1949.94
326,2901.30,1908.49,1895.97
327,2918.39,1925.47,1965.82
328,2946.06,1941.28,1988.08
329,2953.75,1959.75,1938.41
330,2978.90,1952.98,1990.80
331,2984.80,1969.99,1905.24
332,3011.77,1956.59,1977.68
333,3025.07,1980.02,1972.85
334,3047.57,1997.35,1947.52
335,3070.99,2004.10,2021.94
336,3094.68,2019.96,2020.75
337,3104.17,2042.66,2080.07
338,3128.11,2057.58,2072.32
339,3143.59,2072.43,2012.61
340,3169.04,2054.53,2085.51
341,3185.45,2084.41,2093.51
342,3210.65,2094.73,2095.72
343,3226.87,2112.55,2055.08
344,3256.25,2115.08,2127.76
345,3261.04,2125.84,2061.76
346,3285.82,2146.42,2166.24
347,3296.74,2160.65,2189.39
348,3322.97,2171.41,2153.61
349,3335.04,2196.71,2101.71
350,3362.36,2205.96,2161.42
351,3373.09,2144.90,2170.20
352,3398.75,2172.00,2198.11
353,3416.15,2188.88,2205.48
354,3442.11,2224.77,2166.56
355,3442.42,2252.24,2148.30
356,3473.53,2262.40,2152.27
357,3483.66,2264.20,2218.92
358,3509.66,2285.28,2273.50
359,3520.17,2282.11,2212.69
360,3553.06,2292.07,2200.83
361,3575.60,2319.89,2288.79
362,3600.82,2354.80,2212.92
363,3614.06,2354.23,2302.99
364,3633.27,2342.00,2315.62
365,3648.24,2367.06,2304.96
366,3679.02,2363.66,2293.39
367,3690.15,2379.46,2337.13
368,3716.33,2384.72,2270.70
369,3731.94,2420.53,2340.63
370,3756.50,2424.89,2358.98
371,3763.92,2438.04,2363.83
372,3794.23,2447.15,2346.19
373,3813.00,2443.36,2379.75
374,3834.46,2467.32,2322.18
375,3850.57,2477.98,2393.85
376,3883.43,2453.40,2343.17
377,3886.39,2442.00,2350.52
378,3918.05,2459.96,2430.74
379,3925.51,2451.74,2426.67
380,3951.34,2454.71,2418.67
381,3965.60,2426.81,2354.78
382,4001.10,2380.72,2403.62
383,4014.04,2326.19,2389.13
384,4042.96,2368.67,2475.91
385,4059.25,2384.89,2521.65
386,4084.17,2413.71,2531.54
387,4088.49,2431.86,2540.10
388,4120.35,2421.04,2528.06
389,4134.83,2523.13,2560.10
390,4162.14,2550.07,2541.32
391,4182.59,2579.84,2529.01
392,4218.58,2616.73,2592.68
393,4216.17,2632.92,2532.11
394,4239.90,2662.53,2665.76
395,4259.63,2656.95,2618.42
396,4288.03,2655.23,2662.73
397,4305.21,2683.94,2640.50
398,4331.66,2679.68,2595.11
399,4347.24,2654.56,2596.50
400,4381.44,2717.89,2690.67
401,4399.50,2723.25,2677.06
402,4426.83,2738.70,2653.22
403,4435.58,2746.93,2610.08
404,4469.33,2733.83,2613.83
405,4498.30,2748.72,2690.24
406,4513.95,2747.58,2655.24
407,4536.20,2776.39,2694.42
408,4574.16,2766.51,2811.59
409,4569.06,2763.70,2719.58
410,4599.69,2774.53,2723.08
411,4611.02,2789.54,2792.74
412,4647.65,2768.68,2810.42
413,4653.11,2787.11,2811.65
414,4690.31,2818.42,2852.79
415,4707.47,2768.98,2828.21
416,4746.88,2809.74,2789.39
417,4748.51,2824.26,2842.54
418,4784.59,2818.79,2819.56
419,4794.10,2845.35,2870.04
420,4823.40,2854.60,2872.89
421,4844.36,2883.42,2843.24
422,4872.04,2894.82,2842.45
423,4885.15,2913.17,2872.00
424,4930.11,2916.83,2860.80
425,4941.13,2947.85,2939.10
426,4966.13,2942.41,2937.00
427,4980.52,2937.63,2921.18
428,5013.20,2951.45,2842.95
429,5025.29,2967.50,2936.50
430,5059.88,2988.77,2972.45
431,5074.00,3010.55,2994.58
432,5115.25,2997.54,2975.23
433,5126.83,3028.98,3063.33
434,5158.21,3027.59,2966.15
435,5171.82,3042.31,2976.56
436,5208.23,3043.02,3034.76
437,5213.47,3073.30,3084.71
438,5250.16,3068.44,3058.11
439,5271.42,3074.66,3110.43
440,5310.02,3095.81,3123.50
441,5321.61,3094.03,3137.35
442,5350.55,3089.04,3178.55
443,5362.23,3082.75,3193.33
444,5398.90,3074.17,3191.71
445,5413.36,3052.25,3192.45
446,5445.96,3023.19,3193.03
447,5464.92,2981.77,3201.42
448,5495.47,3074.20,3254.30
449,5516.57,3039.55,3206.95
450,5532.23,3097.35,3280.54
451,5554.63,3103.16,3170.85
452,5594.00,3099.19,3188.72
453,5616.30,3165.20,3185.00
454,5642.68,3210.10,3356.58
455,5655.38,3240.82,3282.85
456,5704.05,3278.88,3225.05
457,5710.49,3281.72,3300.10
458,5738.46,3294.58,3350.93
459,5758.15,3287.49,3294.64
460,5796.69,3272.97,3376.92
461,5811.90,3297.18,3377.55
462,5844.97,3301.86,3448.13
463,5861.62,3323.94,3395.32
464,5913.90,3375.63,3352.34
465,5913.06,3374.47,3412.18
466,5956.78,3376.54,3493.45
467,5959.16,3384.67,3490.21
468,5988.23,3375.27,3396.09
469,6027.36,3382.88,3403.42
470,6047.41,3406.36,3421.03
471,6065.51,3434.13,3445.32
472,6098.08,3415.22,3416.23
473,6128.03,3451.06,3431.72
474,6162.69,3460.17,3414.45
475,6174.25,3461.56,3431.11
476,6202.08,3452.33,3518.78
477,6223.49,3443.35,3428.30
478,6258.38,3505.45,3467.90
479,6287.81,3435.40,3555.23
480,6325.08,3534.09,3553.30
481,6336.16,3531.14,3547.44
482,6372.69,3508.75,3629.03
483,6383.81,3541.87,3546.98
484,6414.97,3540.70,3643.48
485,6431.83,3569.25,3665.41
486,6474.62,3575.93,3661.91
487,6500.09,3592.97,3638.43
488,6536.34,3631.37,3655.30
489,6545.74,3671.20,3727.08
490,6586.70,3670.71,3718.40
491,6601.04,3664.77,3759.23
492,6636.27,3637.14,3820.77
493,6654.85,3688.63,3722.32
494,6691.49,3677.93,3726.34
495,6715.21,3710.85,3778.54
496,6779.78,3703.96,3851.71
497,6776.98,3772.32,3757.13
498,6796.98,3721.84,3790.43
499,6819.66,3740.06,3835.00
500,6852.16,3732.20,3779.70
