ratio,an,bn,ns_call
1.0000,3508,3508,129630.7
1.0000,3512,3512,130658.1
1.0000,3516,3516,130735.6
1.0000,3520,3520,131581.6
1.0000,3524,3524,131233.7
1.0000,3528,3528,130592.5
1.0000,3532,3532,131710.0
1.0000,3536,3536,131411.9
1.0000,3540,3540,131727.2
1.0000,3544,3544,132530.5
1.0000,3548,3548,132596.5
1.0000,3552,3552,134081.2
1.0000,3556,3556,133774.5
1.0000,3560,3560,133561.0
1.0000,3564,3564,133398.2
1.0000,3568,3568,134377.5
1.0000,3572,3572,135178.9
1.0000,3576,3576,135573.2
1.0000,3580,3580,136009.2
1.0000,3584,3584,135973.9
1.0000,3588,3588,134977.5
1.0000,3592,3592,135100.7
1.0000,3596,3596,135707.4
1.0000,3600,3600,135226.6
1.0000,3604,3604,136396.2
1.0000,3608,3608,136442.1
1.0000,3612,3612,136535.5
1.0000,3616,3616,136159.8
1.0000,3620,3620,136081.2
1.0000,3624,3624,137078.7
1.0000,3628,3628,137132.2
1.0000,3632,3632,137914.9
1.0000,3636,3636,138110.8
1.0000,3640,3640,137561.1
1.0000,3644,3644,137225.4
1.0000,3648,3648,137998.9
1.0000,3652,3652,138130.3
1.0000,3656,3656,138365.2
1.0000,3660,3660,138187.2
1.0000,3664,3664,138784.3
1.0000,3668,3668,138568.8
1.0000,3672,3672,139559.5
1.0000,3676,3676,140098.3
1.0000,3680,3680,139683.2
1.0000,3684,3684,140103.2
1.0000,3688,3688,140365.3
1.0000,3692,3692,140627.1
1.0000,3696,3696,140496.4
1.0000,3700,3700,141368.6
1.0000,3704,3704,140438.7
1.0000,3708,3708,141784.9
1.0000,3712,3712,141566.4
1.0000,3716,3716,142491.7
1.0000,3720,3720,140612.4
