n,add_ns,gmp_add_ns,sub_ns,gmp_sub_ns,add_ns_per_limb,gmp_add_ns_per_limb,sub_ns_per_limb,gmp_sub_ns_per_limb,reps
481,64.322685301,97.549112722,61.102045908,97.772591113,0.133726996467,0.202804808153,0.127031280474,0.203269420194,4000
482,64.514221557,97.834791302,61.416541729,97.800899326,0.133846932691,0.202976745440,0.127420211056,0.202906430136,4000
483,65.067949038,98.186127745,61.585767790,97.948538596,0.134716250597,0.203283908374,0.127506765611,0.202792005375,4000
484,65.933583021,98.375998004,62.414688983,98.329420579,0.136226411201,0.203256194223,0.128955968974,0.203159959875,4000
485,65.950524738,98.088822355,62.478032951,98.075943043,0.135980463377,0.202244994547,0.128820686496,0.202218439263,4000
486,65.590466683,98.383154211,62.210132269,98.372906773,0.134959807990,0.202434473686,0.128004387384,0.202413388422,4000
487,65.959560659,98.829377967,62.468632842,98.912337662,0.135440576302,0.202935067693,0.128272346698,0.203105416144,4000
488,65.205390567,98.975536695,62.070482379,99.044955045,0.133617603620,0.202818722736,0.127193611433,0.202960973453,4000
489,65.558023459,99.135114885,62.298052921,98.801898576,0.134065487646,0.202730296289,0.127398881228,0.202048872344,4000
490,66.191616766,99.160089910,62.442115768,99.074462769,0.135084932176,0.202367530429,0.127432889323,0.202192781160,4000
491,66.544250000,99.111944028,62.694305694,99.457906570,0.135528004073,0.201857319813,0.127686976974,0.202561927841,4000
492,67.319590205,99.329250000,63.616941529,100.005748563,0.136828435376,0.201888719512,0.129302726685,0.203263716591,4000
493,67.220169745,99.189655172,63.518721917,99.460674157,0.136349228692,0.201196055116,0.128841220927,0.201745789366,4000
494,67.236953808,100.238380810,63.594452774,100.078250000,0.136107193943,0.202911702044,0.128733710068,0.202587550607,4000
495,67.001497006,100.095976006,63.516741629,100.636681659,0.135356559608,0.202214092941,0.128316649756,0.203306427594,4000
496,66.673902196,100.511366475,63.304966309,100.736211630,0.134423189911,0.202643884022,0.127630980462,0.203097200866,4000
497,66.851435705,100.719140430,63.528603547,100.548701299,0.134509930997,0.202654206096,0.127824152007,0.202311270219,4000
498,67.264617691,100.687000000,63.596302773,100.393803098,0.135069513436,0.202182730924,0.127703419223,0.201593982125,4000
499,67.543092680,100.925000000,63.801500000,101.049737566,0.135356899159,0.202254509018,0.127858717435,0.202504484099,4000
500,68.125561658,100.667000000,64.494376406,101.162418791,0.136251123315,0.201334000000,0.128988752812,0.202324837581,4000
501,67.771457086,101.352235823,64.437172121,100.588911089,0.135272369433,0.202299871902,0.128617110022,0.200776269639,4000
502,67.860743699,100.198450387,64.213679481,102.043673571,0.135180764340,0.199598506748,0.127915696177,0.203274250142,4000
503,68.137965509,102.019245189,64.514371407,101.966266867,0.135463152105,0.202821561011,0.128259187688,0.202716236315,4000
504,67.493762475,102.151424288,64.357750000,102.574462769,0.133916195387,0.202681397397,0.127693948413,0.203520759462,4000
505,68.115000000,102.280469530,64.472145891,102.470529471,0.134881188119,0.202535583229,0.127667615625,0.202911939546,4000
506,68.570287141,101.402448164,64.798600700,102.308518611,0.135514401465,0.200400095186,0.128060475691,0.202190748243,4000
507,68.469061876,102.325674326,65.204500000,102.021717424,0.135047459322,0.201825787625,0.128608481262,0.201226267108,4000
508,69.495378466,102.678990757,65.613233458,102.488000000,0.136801926114,0.202123997553,0.129159908382,0.201748031496,4000
509,69.488261738,103.015230961,65.548612847,103.451459945,0.136519178268,0.202387487154,0.128779200092,0.203244518556,4000
510,69.435846231,103.850112416,65.251746507,103.539115221,0.136148718099,0.203627671403,0.127944600994,0.203017872983,4000
511,69.131237525,103.555000000,65.405540304,103.779305174,0.135286179109,0.202651663405,0.127995186506,0.203090616778,4000
512,68.736631684,104.017495626,65.136545182,103.828835582,0.134251233758,0.203159171145,0.127219814809,0.202790694497,4000
