an,bn,ratio,gmp_ns,simd_ns,speedup
17,2,0.1250,10.7,20.9,0.5135
17,3,0.2000,16.1,23.5,0.6839
17,4,0.2500,21.5,24.1,0.8893
17,6,0.3333,32.2,25.2,1.2791
17,7,0.4000,37.5,27.9,1.3469
17,9,0.5000,48.2,27.1,1.7785
17,11,0.6500,58.7,31.0,1.8964
17,14,0.8000,74.9,32.8,2.2821
17,17,1.0000,91.3,35.8,2.5494
18,2,0.1250,11.5,22.8,0.5036
18,4,0.2000,22.7,24.0,0.9436
18,5,0.2500,28.4,25.2,1.1287
18,6,0.3333,34.1,25.1,1.3562
18,7,0.4000,39.8,26.7,1.4895
18,9,0.5000,50.8,30.0,1.6960
18,12,0.6500,67.9,33.0,2.0597
18,14,0.8000,79.1,31.1,2.5480
18,18,1.0000,101.6,38.5,2.6422
19,2,0.1250,11.9,22.5,0.5300
19,4,0.2000,23.9,24.0,0.9967
19,5,0.2500,29.8,25.1,1.1880
19,6,0.3333,35.7,24.1,1.4854
19,8,0.4000,47.6,28.6,1.6675
19,10,0.5000,59.3,31.3,1.8928
19,12,0.6500,71.1,33.3,2.1365
19,15,0.8000,89.0,34.4,2.5852
19,19,1.0000,112.7,38.4,2.9382
20,3,0.1250,18.8,24.8,0.7555
20,4,0.2000,25.1,25.6,0.9811
20,5,0.2500,31.3,25.2,1.2439
20,7,0.3333,43.8,30.7,1.4243
20,8,0.4000,50.0,30.8,1.6220
20,10,0.5000,62.4,31.9,1.9584
20,13,0.6500,81.0,33.6,2.4082
20,16,0.8000,99.7,36.8,2.7078
20,20,1.0000,124.4,42.2,2.9445
21,3,0.1250,19.5,24.7,0.7880
21,4,0.2000,26.0,25.4,1.0235
21,5,0.2500,32.5,24.5,1.3267
21,7,0.3333,45.4,30.6,1.4841
21,8,0.4000,52.1,31.1,1.6755
21,11,0.5000,71.6,30.9,2.3171
21,14,0.6500,91.3,36.7,2.4902
21,17,0.8000,110.7,38.0,2.9182
21,21,1.0000,136.5,44.0,3.1048
22,3,0.1250,20.3,22.5,0.9042
22,4,0.2000,27.1,22.8,1.1865
22,6,0.2500,40.7,28.1,1.4470
22,7,0.3333,47.4,30.8,1.5407
22,9,0.4000,61.0,31.5,1.9360
22,11,0.5000,74.5,34.2,2.1781
22,14,0.6500,94.8,37.0,2.5647
22,18,0.8000,121.8,41.8,2.9129
22,22,1.0000,151.5,45.5,3.3272
23,3,0.1250,21.2,21.9,0.9677
23,5,0.2000,35.6,27.4,1.2999
23,6,0.2500,42.4,28.0,1.5158
23,8,0.3333,57.0,31.3,1.8211
23,9,0.4000,63.9,31.2,2.0495
23,12,0.5000,85.4,35.9,2.3768
23,15,0.6500,106.6,37.3,2.8595
23,18,0.8000,128.0,42.5,3.0096
23,23,1.0000,168.2,49.3,3.4147
24,3,0.1250,22.2,24.6,0.8993
24,5,0.2000,36.8,27.6,1.3355
24,6,0.2500,44.3,27.8,1.5921
24,8,0.3333,58.9,29.8,1.9796
24,10,0.4000,73.7,35.1,2.1031
24,12,0.5000,88.5,36.5,2.4240
24,16,0.6500,118.0,40.8,2.8909
24,19,0.8000,139.8,44.3,3.1535
24,24,1.0000,181.7,50.8,3.5791
25,3,0.1250,22.9,24.7,0.9237
25,5,0.2000,38.0,27.3,1.3920
25,6,0.2500,45.8,27.7,1.6520
25,8,0.3333,60.8,31.7,1.9147
25,10,0.4000,76.1,35.1,2.1699
25,13,0.5000,99.2,37.6,2.6391
25,16,0.6500,122.0,41.0,2.9753
25,20,0.8000,152.6,44.0,3.4678
25,25,1.0000,195.7,52.5,3.7276
26,3,0.1250,23.8,24.5,0.9733
26,5,0.2000,39.7,26.9,1.4751
26,7,0.2500,55.7,31.5,1.7711
26,9,0.3333,71.4,34.1,2.0914
26,10,0.4000,79.3,35.1,2.2578
26,13,0.5000,103.1,37.3,2.7652
26,17,0.6500,134.6,42.2,3.1878
26,21,0.8000,166.4,47.6,3.4989
26,26,1.0000,211.3,53.3,3.9625
27,3,0.1250,24.4,25.9,0.9436
27,5,0.2000,41.0,28.6,1.4349
27,7,0.2500,57.3,34.3,1.6726
27,9,0.3333,74.0,35.3,2.0940
27,11,0.4000,90.3,35.5,2.5471
27,14,0.5000,114.9,42.3,2.7152
27,18,0.6500,147.9,44.9,3.2949
27,22,0.8000,185.4,53.0,3.4967
27,27,1.0000,226.6,63.6,3.5625
28,4,0.1250,34.4,25.5,1.3478
28,6,0.2000,51.5,31.2,1.6533
28,7,0.2500,60.0,33.7,1.7818
28,9,0.3333,77.0,35.7,2.1575
28,11,0.4000,94.1,36.5,2.5796
28,14,0.5000,120.7,43.4,2.7838
28,18,0.6500,154.3,48.2,3.1994
28,22,0.8000,193.4,55.1,3.5088
28,28,1.0000,210.8,64.7,3.2571
29,4,0.1250,35.4,27.6,1.2850
29,6,0.2000,52.9,31.6,1.6763
29,7,0.2500,62.0,33.7,1.8393
29,10,0.3333,88.3,36.5,2.4180
29,12,0.4000,105.8,40.0,2.6421
29,15,0.5000,131.8,43.5,3.0310
29,19,0.6500,172.1,49.2,3.4993
29,23,0.8000,207.4,54.4,3.8110
29,29,1.0000,229.8,65.9,3.4868
30,4,0.1250,36.9,27.5,1.3408
30,6,0.2000,54.6,31.5,1.7347
30,8,0.2500,73.1,34.4,2.1267
30,10,0.3333,91.1,39.1,2.3318
30,12,0.4000,109.4,40.4,2.7095
30,15,0.5000,136.4,44.1,3.0947
30,20,0.6500,187.2,51.5,3.6376
30,24,0.8000,223.2,58.8,3.7935
30,30,1.0000,239.4,70.8,3.3832
31,4,0.1250,38.3,27.5,1.3929
31,6,0.2000,56.9,31.0,1.8330
31,8,0.2500,75.7,34.2,2.2104
31,10,0.3333,94.3,39.5,2.3894
31,12,0.4000,113.0,42.0,2.6875
31,16,0.5000,150.2,47.8,3.1459
31,20,0.6500,193.7,51.4,3.7682
31,25,0.8000,240.8,61.8,3.8951
31,31,1.0000,258.7,75.0,3.4489
32,4,0.1250,39.0,27.2,1.4328
32,6,0.2000,58.4,30.2,1.9354
32,8,0.2500,77.8,36.2,2.1475
32,11,0.3333,106.7,40.6,2.6281
32,13,0.4000,125.9,42.1,2.9901
32,16,0.5000,155.1,47.0,3.2991
32,21,0.6500,209.2,56.8,3.6816
32,26,0.8000,256.8,61.9,4.1486
32,32,1.0000,268.6,76.3,3.5195
33,4,0.1250,40.0,29.6,1.3514
33,7,0.2000,70.1,39.2,1.7874
33,8,0.2500,80.1,37.7,2.1236
33,11,0.3333,109.7,40.6,2.7011
33,13,0.4000,129.8,43.9,2.9545
33,17,0.5000,169.7,49.9,3.4031
33,21,0.6500,214.3,59.3,3.6158
33,26,0.8000,263.8,65.1,4.0539
33,33,1.0000,292.5,82.1,3.5634
34,4,0.1250,41.5,29.6,1.4029
34,7,0.2000,72.1,38.2,1.8882
34,9,0.2500,92.6,39.7,2.3318
34,11,0.3333,113.0,40.2,2.8131
34,14,0.4000,143.7,48.1,2.9888
34,17,0.5000,174.1,50.7,3.4334
34,22,0.6500,231.0,61.0,3.7838
34,27,0.8000,282.4,73.6,3.8356
34,34,1.0000,299.9,84.5,3.5470
35,4,0.1250,42.2,28.6,1.4774
35,7,0.2000,73.9,38.1,1.9412
35,9,0.2500,94.8,40.5,2.3421
35,12,0.3333,126.4,44.7,2.8307
35,14,0.4000,147.5,49.1,3.0037
35,18,0.5000,195.7,55.8,3.5063
35,23,0.6500,248.8,62.8,3.9606
35,28,0.8000,270.1,77.2,3.5002
35,35,1.0000,322.7,88.6,3.6409
36,5,0.1250,54.5,34.4,1.5849
36,7,0.2000,76.3,38.4,1.9875
36,9,0.2500,97.8,40.6,2.4108
36,12,0.3333,130.4,45.5,2.8645
36,14,0.4000,151.8,48.9,3.1050
36,18,0.5000,201.3,57.5,3.5001
36,23,0.6500,255.5,66.9,3.8203
36,29,0.8000,291.1,78.9,3.6912
36,36,1.0000,334.3,92.5,3.6150
37,5,0.1250,55.5,34.2,1.6238
37,7,0.2000,77.8,38.4,2.0260
37,9,0.2500,100.2,43.0,2.3316
37,12,0.3333,133.3,46.3,2.8763
37,15,0.4000,166.5,49.9,3.3370
37,19,0.5000,216.3,58.6,3.6913
37,24,0.6500,270.9,69.1,3.9213
37,30,0.8000,313.4,82.7,3.7909
37,37,1.0000,356.0,96.0,3.7077
38,5,0.1250,57.3,34.3,1.6713
38,8,0.2000,91.3,40.4,2.2582
38,10,0.2500,113.9,44.1,2.5804
38,13,0.3333,147.9,48.2,3.0707
38,15,0.4000,170.6,52.0,3.2826
38,19,0.5000,221.8,59.3,3.7432
38,25,0.6500,288.9,71.4,4.0459
38,30,0.8000,304.3,83.8,3.6327
38,38,1.0000,367.6,97.8,3.7586
39,5,0.1250,58.7,34.5,1.7039
39,8,0.2000,93.8,40.7,2.3026
39,10,0.2500,117.4,44.6,2.6301
39,13,0.3333,152.4,48.1,3.1716
39,16,0.4000,187.3,54.1,3.4627
39,20,0.5000,239.6,62.6,3.8289
39,25,0.6500,298.2,72.1,4.1364
39,31,0.8000,334.7,88.9,3.7640
39,39,1.0000,398.0,100.1,3.9759
40,5,0.1250,60.1,36.0,1.6669
40,8,0.2000,95.9,43.0,2.2290
40,10,0.2500,120.0,45.4,2.6398
40,13,0.3333,155.6,50.1,3.1037
40,16,0.4000,191.5,56.2,3.4066
40,20,0.5000,244.9,65.8,3.7212
40,26,0.6500,316.4,75.3,4.1993
40,32,0.8000,341.9,92.1,3.7133
40,40,1.0000,402.9,108.7,3.7055
41,5,0.1250,61.3,38.2,1.6071
41,8,0.2000,97.5,43.4,2.2470
41,10,0.2500,120.6,44.9,2.6895
41,14,0.3333,168.8,53.6,3.1503
41,16,0.4000,192.0,55.9,3.4368
41,21,0.5000,257.8,65.8,3.9178
41,27,0.6500,330.3,81.5,4.0523
41,33,0.8000,369.2,94.5,3.9050
41,41,1.0000,421.7,109.8,3.8413
42,5,0.1250,62.0,37.6,1.6493
42,8,0.2000,99.0,42.7,2.3196
42,11,0.2500,135.9,48.4,2.8101
42,14,0.3333,172.6,54.0,3.1994
42,17,0.4000,209.5,60.1,3.4874
42,21,0.5000,264.1,66.9,3.9491
42,27,0.6500,337.7,83.0,4.0706
42,34,0.8000,381.0,97.6,3.9035
42,42,1.0000,434.6,112.6,3.8592
43,5,0.1250,63.1,37.7,1.6745
43,9,0.2000,113.7,45.4,2.5024
43,11,0.2500,139.0,49.1,2.8295
43,14,0.3333,176.6,54.3,3.2525
43,17,0.4000,219.9,61.2,3.5947
43,22,0.5000,282.6,70.6,4.0005
43,28,0.6500,317.1,84.0,3.7745
43,34,0.8000,376.2,97.8,3.8474
43,43,1.0000,466.9,116.9,3.9960
44,6,0.1250,77.4,39.0,1.9846
44,9,0.2000,116.2,47.5,2.4482
44,11,0.2500,141.9,50.2,2.8254
44,15,0.3333,193.3,57.9,3.3407
44,18,0.4000,236.7,65.7,3.6025
44,22,0.5000,287.7,73.0,3.9404
44,29,0.6500,325.0,90.4,3.5951
44,35,0.8000,401.5,103.9,3.8652
44,44,1.0000,482.6,122.0,3.9544
45,6,0.1250,78.7,37.8,2.0822
45,9,0.2000,118.2,48.1,2.4567
45,11,0.2500,144.6,50.4,2.8721
45,15,0.3333,197.0,58.2,3.3856
45,18,0.4000,241.6,66.1,3.6550
45,23,0.5000,307.5,75.1,4.0946
45,29,0.6500,331.7,91.2,3.6376
45,36,0.8000,413.2,107.5,3.8432
45,45,1.0000,522.2,124.6,4.1912
46,6,0.1250,80.9,40.7,1.9880
46,9,0.2000,121.2,48.8,2.4823
46,12,0.2500,161.6,50.8,3.1786
46,15,0.3333,201.9,60.1,3.3602
46,18,0.4000,247.8,65.1,3.8084
46,23,0.5000,314.2,76.7,4.0940
46,30,0.6500,363.2,94.2,3.8561
46,37,0.8000,461.0,110.8,4.1594
46,46,1.0000,528.6,132.1,4.0027
47,6,0.1250,82.7,42.9,1.9294
47,9,0.2000,123.8,49.6,2.4951
47,12,0.2500,165.0,54.6,3.0201
47,16,0.3333,223.9,62.7,3.5709
47,19,0.4000,264.9,69.6,3.8044
47,24,0.5000,334.5,78.1,4.2823
47,31,0.6500,363.7,98.2,3.7028
47,38,0.8000,486.8,116.0,4.1980
47,47,1.0000,556.8,134.8,4.1304
48,6,0.1250,84.5,42.8,1.9762
48,10,0.2000,140.4,50.3,2.7928
48,12,0.2500,168.4,56.0,3.0074
48,16,0.3333,228.5,63.4,3.6042
48,19,0.4000,270.9,71.2,3.8051
48,24,0.5000,341.4,83.0,4.1115
48,31,0.6500,370.7,101.9,3.6376
48,38,0.8000,454.3,118.0,3.8511
48,48,1.0000,577.4,140.8,4.0997
49,6,0.1250,85.5,42.8,1.9962
49,10,0.2000,142.7,54.1,2.6391
49,12,0.2500,171.3,56.4,3.0354
49,16,0.3333,234.7,63.9,3.6709
49,20,0.4000,291.6,73.2,3.9837
49,25,0.5000,363.8,85.0,4.2817
49,32,0.6500,401.6,105.3,3.8157
49,39,0.8000,491.7,121.0,4.0647
49,49,1.0000,606.5,144.8,4.1878
50,6,0.1250,87.7,42.8,2.0499
50,10,0.2000,145.9,54.6,2.6714
50,13,0.2500,189.5,59.0,3.2099
50,17,0.3333,253.4,68.4,3.7044
50,20,0.4000,297.4,73.9,4.0224
50,25,0.5000,369.6,86.0,4.2966
50,33,0.6500,416.3,108.0,3.8548
50,40,0.8000,500.6,125.1,4.0010
50,50,1.0000,619.1,148.5,4.1684
51,6,0.1250,89.0,42.7,2.0833
51,10,0.2000,148.1,54.6,2.7132
51,13,0.2500,192.7,59.5,3.2396
51,17,0.3333,256.2,68.0,3.7707
51,20,0.4000,303.2,73.7,4.1142
51,26,0.5000,391.5,88.6,4.4178
51,33,0.6500,414.2,107.6,3.8489
51,41,0.8000,566.0,129.2,4.3798
51,51,1.0000,645.4,151.2,4.2702
52,7,0.1250,106.0,49.8,2.1290
52,10,0.2000,151.7,55.2,2.7473
52,13,0.2500,196.7,59.4,3.3104
52,17,0.3333,262.0,68.5,3.8222
52,21,0.4000,321.8,78.3,4.1088
52,26,0.5000,397.5,88.5,4.4911
52,34,0.6500,448.0,113.8,3.9363
52,42,0.8000,574.6,133.6,4.3026
52,52,1.0000,659.2,154.4,4.2684
53,7,0.1250,107.6,51.8,2.0760
53,11,0.2000,169.2,55.8,3.0321
53,13,0.2500,200.2,60.8,3.2942
53,18,0.3333,282.6,72.6,3.8907
53,21,0.4000,329.6,81.4,4.0497
53,27,0.5000,420.9,99.2,4.2411
53,34,0.6500,451.0,116.7,3.8660
53,42,0.8000,551.6,136.3,4.0485
53,53,1.0000,690.8,165.0,4.1872
54,7,0.1250,109.6,52.0,2.1067
54,11,0.2000,172.5,56.8,3.0372
54,14,0.2500,219.5,65.7,3.3438
54,18,0.3333,287.2,75.8,3.7911
54,22,0.4000,350.0,84.9,4.1207
54,27,0.5000,426.5,99.7,4.2781
54,35,0.6500,462.9,120.7,3.8350
54,43,0.8000,594.6,137.0,4.3385
54,54,1.0000,705.1,167.0,4.2207
55,7,0.1250,112.0,51.9,2.1598
55,11,0.2000,176.0,59.2,2.9758
55,14,0.2500,223.7,66.2,3.3806
55,18,0.3333,293.9,76.3,3.8538
55,22,0.4000,357.5,85.6,4.1762
55,28,0.5000,447.6,102.8,4.3534
55,36,0.6500,490.2,123.9,3.9556
55,44,0.8000,602.2,146.8,4.1019
55,55,1.0000,688.9,171.7,4.0122
56,7,0.1250,114.2,51.7,2.2068
56,11,0.2000,179.1,59.8,2.9972
56,14,0.2500,227.8,66.4,3.4329
56,19,0.3333,314.5,78.7,3.9943
56,22,0.4000,363.1,86.3,4.2082
56,28,0.5000,451.3,102.9,4.3876
56,36,0.6500,502.3,126.6,3.9691
56,45,0.8000,616.4,150.2,4.1027
56,56,1.0000,663.5,177.5,3.7372
57,7,0.1250,116.1,51.6,2.2512
57,11,0.2000,182.0,61.0,2.9813
57,14,0.2500,231.5,66.6,3.4770
57,19,0.3333,319.7,80.6,3.9663
57,23,0.4000,386.0,91.0,4.2407
57,29,0.5000,486.2,109.5,4.4406
57,37,0.6500,507.5,131.5,3.8591
57,46,0.8000,639.7,153.2,4.1756
57,57,1.0000,709.3,184.6,3.8415
58,7,0.1250,118.0,52.7,2.2381
58,12,0.2000,202.1,62.9,3.2145
58,15,0.2500,252.5,70.5,3.5835
58,19,0.3333,325.5,80.4,4.0509
58,23,0.4000,393.0,91.7,4.2845
58,29,0.5000,484.2,116.9,4.1409
58,38,0.6500,547.5,134.3,4.0769
58,46,0.8000,664.4,155.5,4.2741
58,58,1.0000,715.7,188.2,3.8027
59,7,0.1250,119.6,56.8,2.1049
59,12,0.2000,205.2,63.1,3.2541
59,15,0.2500,261.9,72.5,3.6148
59,20,0.3333,349.2,86.7,4.0299
59,24,0.4000,416.2,94.9,4.3868
59,30,0.5000,491.8,113.3,4.3409
59,38,0.6500,553.1,135.3,4.0875
59,47,0.8000,704.8,162.4,4.3397
59,59,1.0000,748.3,199.9,3.7438
60,8,0.1250,139.6,58.0,2.4077
60,12,0.2000,208.9,65.7,3.1813
60,15,0.2500,266.6,73.3,3.6378
60,20,0.3333,352.6,87.0,4.0539
60,24,0.4000,423.3,95.4,4.4379
60,30,0.5000,506.6,121.5,4.1705
60,39,0.6500,563.7,141.3,3.9906
60,48,0.8000,721.1,168.5,4.2802
60,60,1.0000,750.7,205.1,3.6605
61,8,0.1250,141.4,58.4,2.4220
61,12,0.2000,211.5,67.2,3.1495
61,15,0.2500,269.3,75.0,3.5892
61,20,0.3333,358.0,88.1,4.0654
61,24,0.4000,429.0,99.6,4.3079
61,31,0.5000,512.0,122.9,4.1646
61,40,0.6500,592.7,149.6,3.9611
61,49,0.8000,711.9,174.4,4.0812
61,61,1.0000,797.4,207.9,3.8360
62,8,0.1250,144.1,57.8,2.4917
62,12,0.2000,215.5,67.7,3.1817
62,16,0.2500,292.8,76.5,3.8255
62,21,0.3333,381.6,90.1,4.2340
62,25,0.4000,453.1,103.1,4.3930
62,31,0.5000,517.2,123.9,4.1749
62,40,0.6500,597.0,149.5,3.9928
62,50,0.8000,737.4,179.0,4.1196
62,62,1.0000,810.0,217.1,3.7311
63,8,0.1250,146.1,58.0,2.5208
63,13,0.2000,236.8,69.8,3.3919
63,16,0.2500,297.6,79.2,3.7588
63,21,0.3333,388.0,90.4,4.2938
63,25,0.4000,460.5,103.3,4.4572
63,32,0.5000,531.6,127.5,4.1708
63,41,0.6500,613.7,152.6,4.0215
63,50,0.8000,781.0,180.5,4.3265
63,63,1.0000,839.4,222.6,3.7706
64,8,0.1250,148.7,60.4,2.4620
64,13,0.2000,240.8,71.3,3.3775
64,16,0.2500,301.9,78.7,3.8354
64,21,0.3333,394.2,93.1,4.2343
64,26,0.4000,486.4,106.1,4.5862
64,32,0.5000,538.9,128.1,4.2073
64,42,0.6500,655.9,157.8,4.1575
64,51,0.8000,815.5,182.8,4.4619
64,64,1.0000,860.9,225.6,3.8159
65,8,0.1250,150.3,60.4,2.4894
65,13,0.2000,244.2,71.1,3.4369
65,16,0.2500,306.9,79.7,3.8493
65,22,0.3333,420.0,98.5,4.2651
65,26,0.4000,494.8,106.9,4.6289
65,33,0.5000,587.1,132.5,4.4326
65,42,0.6500,657.3,158.9,4.1365
65,52,0.8000,837.6,187.5,4.4683
65,65,1.0000,894.1,225.3,3.9682
66,8,0.1250,153.1,63.0,2.4288
66,13,0.2000,248.5,73.6,3.3750
66,17,0.2500,330.7,84.2,3.9280
66,22,0.3333,427.1,100.5,4.2478
66,26,0.4000,503.7,110.4,4.5636
66,33,0.5000,586.3,143.6,4.0828
66,43,0.6500,667.3,164.9,4.0471
66,53,0.8000,842.0,204.5,4.1177
66,66,1.0000,935.9,242.4,3.8607
67,8,0.1250,157.1,63.9,2.4597
67,13,0.2000,261.7,74.7,3.5061
67,17,0.2500,333.5,83.3,4.0027
67,22,0.3333,430.4,101.4,4.2442
67,27,0.4000,526.8,130.0,4.0516
67,34,0.5000,587.0,140.0,4.1941
67,44,0.6500,719.7,172.8,4.1650
67,54,0.8000,848.9,202.8,4.1849
67,67,1.0000,932.5,280.5,3.3247
68,9,0.1250,177.3,66.6,2.6635
68,14,0.2000,281.6,79.7,3.5337
68,17,0.2500,341.5,87.5,3.9029
68,23,0.3333,458.5,105.4,4.3516
68,27,0.4000,536.7,130.7,4.1071
68,34,0.5000,591.7,147.9,4.0014
68,44,0.6500,718.8,173.9,4.1337
68,54,0.8000,891.6,205.4,4.3406
68,68,1.0000,934.8,283.0,3.3037
69,9,0.1250,179.3,67.7,2.6500
69,14,0.2000,284.6,78.9,3.6061
69,17,0.2500,343.2,88.3,3.8878
69,23,0.3333,463.9,108.0,4.2951
69,28,0.4000,588.3,133.0,4.4231
69,35,0.5000,631.0,146.9,4.2964
69,45,0.6500,739.8,178.0,4.1568
69,55,0.8000,848.2,210.4,4.0307
69,69,1.0000,987.2,289.7,3.4076
70,9,0.1250,182.3,69.5,2.6239
70,14,0.2000,287.4,79.5,3.6140
70,18,0.2500,368.7,93.9,3.9261
70,23,0.3333,471.3,108.4,4.3473
70,28,0.4000,605.6,138.3,4.3774
70,35,0.5000,650.9,154.8,4.2039
70,46,0.6500,770.4,181.9,4.2339
70,56,0.8000,859.4,220.8,3.8926
70,70,1.0000,1011.5,295.8,3.4198
71,9,0.1250,184.7,69.4,2.6629
71,14,0.2000,293.0,81.9,3.5797
71,18,0.2500,374.2,94.1,3.9790
71,24,0.3333,498.0,111.9,4.4520
71,28,0.4000,608.2,138.5,4.3909
71,36,0.5000,658.0,157.9,4.1666
71,46,0.6500,786.6,185.2,4.2470
71,57,0.8000,945.5,227.9,4.1478
71,71,1.0000,1027.6,302.7,3.3942
72,9,0.1250,187.2,70.9,2.6391
72,14,0.2000,297.0,84.0,3.5341
72,18,0.2500,380.1,94.4,4.0280
72,24,0.3333,505.5,112.6,4.4900
72,29,0.4000,608.4,143.1,4.2528
72,36,0.5000,656.3,160.3,4.0946
72,47,0.6500,803.2,196.3,4.0909
72,58,0.8000,950.1,226.7,4.1905
72,72,1.0000,1033.2,308.2,3.3523
73,9,0.1250,189.3,71.8,2.6353
73,15,0.2000,322.0,86.6,3.7201
73,18,0.2500,384.7,95.5,4.0260
73,24,0.3333,513.0,113.0,4.5406
73,29,0.4000,649.1,149.3,4.3493
73,37,0.5000,694.9,159.3,4.3625
73,47,0.6500,827.3,199.6,4.1446
73,58,0.8000,903.4,236.6,3.8184
73,73,1.0000,1090.3,310.2,3.5153
74,9,0.1250,192.1,71.8,2.6757
74,15,0.2000,325.7,86.8,3.7547
74,19,0.2500,411.4,100.5,4.0941
74,25,0.3333,539.9,119.4,4.5226
74,30,0.4000,652.8,146.5,4.4551
74,37,0.5000,693.0,165.1,4.1968
74,48,0.6500,844.1,202.6,4.1662
74,59,0.8000,932.3,239.8,3.8874
74,74,1.0000,1105.9,325.4,3.3985
75,9,0.1250,194.7,72.5,2.6842
75,15,0.2000,330.5,87.5,3.7773
75,19,0.2500,416.5,101.6,4.0990
75,25,0.3333,546.6,120.7,4.5302
75,30,0.4000,653.6,152.2,4.2949
75,38,0.5000,701.0,167.6,4.1829
75,49,0.6500,861.0,211.3,4.0745
75,60,0.8000,943.5,246.9,3.8223
75,75,1.0000,1141.7,327.9,3.4818
76,10,0.1250,219.3,75.4,2.9082
76,15,0.2000,334.0,87.8,3.8017
76,19,0.2500,422.0,102.9,4.1028
76,25,0.3333,552.7,122.5,4.5121
76,30,0.4000,668.8,153.0,4.3727
76,38,0.5000,713.9,178.3,4.0051
76,49,0.6500,900.2,214.2,4.2022
76,61,0.8000,1048.8,256.6,4.0880
76,76,1.0000,1143.4,336.8,3.3949
77,10,0.1250,221.9,75.5,2.9388
77,15,0.2000,337.8,89.7,3.7668
77,19,0.2500,427.3,103.1,4.1430
77,26,0.3333,582.0,128.9,4.5151
77,31,0.4000,708.3,158.0,4.4818
77,39,0.5000,761.8,172.8,4.4080
77,50,0.6500,924.7,216.0,4.2810
77,62,0.8000,1086.5,260.0,4.1785
77,77,1.0000,1184.6,336.2,3.5230
78,10,0.1250,225.1,76.1,2.9590
78,16,0.2000,365.4,93.7,3.8978
78,20,0.2500,455.3,108.1,4.2137
